"No.","Time","Source","Destination","Protocol","Length","Packet Type","Header Form","Connection Number","Stream index","Info"
"101","0.322604","24207","7443","TCP","44","","","","","[TCP Window Update] 24207  >  7443 [ACK] Seq=691 Ack=559635 Win=2586368 Len=0"
"102","0.322607","7443","24207","TLSv1.3","16450","","","","","Application Data"
"103","0.322629","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=576041 Win=2569984 Len=0"
"104","0.322647","7443","24207","TLSv1.3","16450","","","","","Application Data"
"105","0.322670","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=592447 Win=2553600 Len=0"
"106","0.322705","7443","24207","TLSv1.3","16450","","","","","Application Data"
"107","0.322726","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=608853 Win=2537216 Len=0"
"108","0.322744","7443","24207","TLSv1.3","16450","","","","","Application Data"
"109","0.322763","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=625259 Win=2520832 Len=0"
"110","0.322795","7443","24207","TLSv1.3","16450","","","","","Application Data"
"111","0.322814","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=641665 Win=2504448 Len=0"
"112","0.322833","7443","24207","TLSv1.3","16450","","","","","Application Data"
"113","0.322876","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=658071 Win=2488064 Len=0"
"114","0.322908","7443","24207","TLSv1.3","16450","","","","","Application Data"
"115","0.322928","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=674477 Win=2471680 Len=0"
"116","0.322946","7443","24207","TLSv1.3","16450","","","","","Application Data"
"117","0.322964","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=690883 Win=2455040 Len=0"
"118","0.322996","7443","24207","TLSv1.3","16450","","","","","Application Data"
"119","0.323016","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=707289 Win=2438656 Len=0"
"120","0.323034","7443","24207","TLSv1.3","16450","","","","","Application Data"
"121","0.323053","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=723695 Win=2422272 Len=0"
"122","0.323083","7443","24207","TLSv1.3","16450","","","","","Application Data"
"123","0.323104","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=740101 Win=2405888 Len=0"
"124","0.323154","7443","24207","TLSv1.3","16450","","","","","Application Data"
"125","0.323173","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=756507 Win=2389504 Len=0"
"126","0.323209","7443","24207","TLSv1.3","16450","","","","","Application Data"
"127","0.323232","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=772913 Win=2373120 Len=0"
"128","0.323253","7443","24207","TLSv1.3","16450","","","","","Application Data"
"129","0.323274","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=789319 Win=2356736 Len=0"
"130","0.323309","7443","24207","TLSv1.3","16450","","","","","Application Data"
"131","0.323329","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=805725 Win=2340352 Len=0"
"132","0.323348","7443","24207","TLSv1.3","16450","","","","","Application Data"
"133","0.323371","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=822131 Win=2323968 Len=0"
"134","0.323401","7443","24207","TLSv1.3","16450","","","","","Application Data"
"135","0.323423","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=838537 Win=2307584 Len=0"
"136","0.323441","7443","24207","TLSv1.3","16450","","","","","Application Data"
"137","0.323461","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=854943 Win=2291200 Len=0"
"138","0.323491","7443","24207","TLSv1.3","16450","","","","","Application Data"
"139","0.323531","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=871349 Win=2274560 Len=0"
"140","0.323550","7443","24207","TLSv1.3","16450","","","","","Application Data"
"141","0.323570","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=887755 Win=2258176 Len=0"
"142","0.323600","7443","24207","TLSv1.3","16450","","","","","Application Data"
"143","0.323621","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=904161 Win=2241792 Len=0"
"144","0.323639","7443","24207","TLSv1.3","16450","","","","","Application Data"
"145","0.323659","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=920567 Win=2225408 Len=0"
"146","0.323689","7443","24207","TLSv1.3","16450","","","","","Application Data"
"147","0.323709","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=936973 Win=2209024 Len=0"
"148","0.323730","7443","24207","TLSv1.3","16450","","","","","Application Data"
"149","0.323751","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=953379 Win=2192640 Len=0"
"150","0.323796","7443","24207","TLSv1.3","16450","","","","","Application Data"
"151","0.323816","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=969785 Win=2176256 Len=0"
"152","0.323835","7443","24207","TLSv1.3","16450","","","","","Application Data"
"153","0.323855","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=986191 Win=2159872 Len=0"
"154","0.323886","7443","24207","TLSv1.3","16450","","","","","Application Data"
"155","0.323906","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1002597 Win=2143488 Len=0"
"156","0.323925","7443","24207","TLSv1.3","16450","","","","","Application Data"
"157","0.323945","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1019003 Win=2127104 Len=0"
"158","0.323975","7443","24207","TLSv1.3","16450","","","","","Application Data"
"159","0.323995","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1035409 Win=2110720 Len=0"
"160","0.324014","7443","24207","TLSv1.3","16450","","","","","Application Data"
"161","0.324033","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1051815 Win=2094336 Len=0"
"162","0.324119","7443","24207","TLSv1.3","16450","","","","","Application Data"
"163","0.324140","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1068221 Win=2077696 Len=0"
"164","0.324159","7443","24207","TLSv1.3","16450","","","","","Application Data"
"165","0.324200","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1084627 Win=2061312 Len=0"
"166","0.324231","7443","24207","TLSv1.3","16450","","","","","Application Data"
"167","0.324256","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1101033 Win=2044928 Len=0"
"168","0.324278","7443","24207","TLSv1.3","16450","","","","","Application Data"
"169","0.324298","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1117439 Win=2028544 Len=0"
"170","0.324329","7443","24207","TLSv1.3","16450","","","","","Application Data"
"171","0.324349","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1133845 Win=2012160 Len=0"
"172","0.324367","7443","24207","TLSv1.3","16450","","","","","Application Data"
"173","0.324388","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1150251 Win=1995776 Len=0"
"174","0.324417","7443","24207","TLSv1.3","16450","","","","","Application Data"
"175","0.324438","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1166657 Win=1979392 Len=0"
"176","0.324456","7443","24207","TLSv1.3","16450","","","","","Application Data"
"177","0.324476","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1183063 Win=1963008 Len=0"
"178","0.324505","7443","24207","TLSv1.3","16450","","","","","Application Data"
"179","0.324527","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1199469 Win=1946624 Len=0"
"180","0.324545","7443","24207","TLSv1.3","16450","","","","","Application Data"
"181","0.324567","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1215875 Win=1930240 Len=0"
"182","0.324597","7443","24207","TLSv1.3","16450","","","","","Application Data"
"183","0.324619","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1232281 Win=1913856 Len=0"
"184","0.324637","7443","24207","TLSv1.3","16450","","","","","Application Data"
"185","0.324656","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1248687 Win=1897472 Len=0"
"186","0.324686","7443","24207","TLSv1.3","16450","","","","","Application Data"
"187","0.324707","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1265093 Win=1880832 Len=0"
"188","0.324725","7443","24207","TLSv1.3","16450","","","","","Application Data"
"189","0.324744","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1281499 Win=1864448 Len=0"
"190","0.324776","7443","24207","TLSv1.3","16450","","","","","Application Data"
"191","0.324799","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1297905 Win=1848064 Len=0"
"192","0.324817","7443","24207","TLSv1.3","16450","","","","","Application Data"
"193","0.324838","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1314311 Win=1831680 Len=0"
"194","0.324869","7443","24207","TLSv1.3","16450","","","","","Application Data"
"195","0.324890","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1330717 Win=1815296 Len=0"
"196","0.324909","7443","24207","TLSv1.3","16450","","","","","Application Data"
"197","0.324929","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1347123 Win=1798912 Len=0"
"198","0.324959","7443","24207","TLSv1.3","16450","","","","","Application Data"
"199","0.324981","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1363529 Win=1782528 Len=0"
"200","0.324999","7443","24207","TLSv1.3","16450","","","","","Application Data"
"201","0.325018","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1379935 Win=1766144 Len=0"
"202","0.325048","7443","24207","TLSv1.3","16450","","","","","Application Data"
"203","0.325071","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1396341 Win=1749760 Len=0"
"204","0.325089","7443","24207","TLSv1.3","16450","","","","","Application Data"
"205","0.325109","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1412747 Win=1733376 Len=0"
"206","0.325139","7443","24207","TLSv1.3","16450","","","","","Application Data"
"207","0.325160","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1429153 Win=1716992 Len=0"
"208","0.325178","7443","24207","TLSv1.3","16450","","","","","Application Data"
"209","0.325197","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1445559 Win=1700352 Len=0"
"210","0.325227","7443","24207","TLSv1.3","16450","","","","","Application Data"
"211","0.325248","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1461965 Win=1683968 Len=0"
"212","0.325266","7443","24207","TLSv1.3","16450","","","","","Application Data"
"213","0.325286","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1478371 Win=1667584 Len=0"
"214","0.325419","7443","24207","TLSv1.3","16450","","","","","Application Data"
"215","0.325446","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1494777 Win=1651200 Len=0"
"216","0.325472","7443","24207","TLSv1.3","16450","","","","","Application Data"
"217","0.325494","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1511183 Win=1634816 Len=0"
"218","0.325536","7443","24207","TLSv1.3","16450","","","","","Application Data"
"219","0.325559","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1527589 Win=1618432 Len=0"
"220","0.325578","7443","24207","TLSv1.3","16450","","","","","Application Data"
"221","0.325600","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1543995 Win=1602048 Len=0"
"222","0.325631","7443","24207","TLSv1.3","16450","","","","","Application Data"
