"No.","Time","Source","Destination","Protocol","Length","Packet Type","Header Form","Connection Number","Stream index","Info"
"253","0.492015","7443","24231","TLSv1.3","16450","","","","","Application Data"
"254","0.492026","7443","24231","TLSv1.3","16450","","","","","Application Data"
"255","0.492046","7443","24231","TLSv1.3","16450","","","","","Application Data"
"256","0.492063","7443","24231","TLSv1.3","16450","","","","","Application Data"
"257","0.492072","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2233524 Win=2496512 Len=0"
"258","0.492121","7443","24231","TLSv1.3","16450","","","","","Application Data"
"259","0.492131","7443","24231","TLSv1.3","16450","","","","","Application Data"
"260","0.492139","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=909 Ack=2233524 Win=2562304 Len=0"
"261","0.492142","7443","24231","TLSv1.3","16450","","","","","Application Data"
"262","0.492151","7443","24231","TLSv1.3","16450","","","","","Application Data"
"263","0.492160","7443","24231","TLSv1.3","16450","","","","","Application Data"
"264","0.492175","7443","24231","TLSv1.3","16450","","","","","Application Data"
"265","0.492193","7443","24231","TLSv1.3","16450","","","","","Application Data"
"266","0.492210","7443","24231","TLSv1.3","16450","","","","","Application Data"
"267","0.492224","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2331960 Win=2463744 Len=0"
"268","0.492337","7443","24231","TLSv1.3","16450","","","","","Application Data"
"269","0.492353","7443","24231","TLSv1.3","16450","","","","","Application Data"
"270","0.492371","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=909 Ack=2331960 Win=2529536 Len=0"
"271","0.492377","7443","24231","TLSv1.3","16450","","","","","Application Data"
"272","0.492395","7443","24231","TLSv1.3","16450","","","","","Application Data"
"273","0.492415","7443","24231","TLSv1.3","16450","","","","","Application Data"
"274","0.492432","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=909 Ack=2331960 Win=2595072 Len=0"
"275","0.492437","7443","24231","TLSv1.3","16450","","","","","Application Data"
"276","0.492454","7443","24231","TLSv1.3","16450","","","","","Application Data"
"277","0.492472","7443","24231","TLSv1.3","16450","","","","","Application Data"
"278","0.492489","7443","24231","TLSv1.3","16450","","","","","Application Data"
"279","0.492508","7443","24231","TLSv1.3","16450","","","","","Application Data"
"280","0.492527","7443","24231","TLSv1.3","16450","","","","","Application Data"
"281","0.492545","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2463208 Win=2463744 Len=0"
"282","0.492694","7443","24231","TLSv1.3","16450","","","","","Application Data"
"283","0.492713","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=909 Ack=2463208 Win=2529280 Len=0"
"284","0.492719","7443","24231","TLSv1.3","16450","","","","","Application Data"
"285","0.492739","7443","24231","TLSv1.3","16450","","","","","Application Data"
"286","0.492757","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=909 Ack=2463208 Win=2594816 Len=0"
"287","0.492763","7443","24231","TLSv1.3","16450","","","","","Application Data"
"288","0.492782","7443","24231","TLSv1.3","16450","","","","","Application Data"
"289","0.492800","7443","24231","TLSv1.3","16450","","","","","Application Data"
"290","0.492820","7443","24231","TLSv1.3","16450","","","","","Application Data"
"291","0.492843","7443","24231","TLSv1.3","16450","","","","","Application Data"
"292","0.492862","7443","24231","TLSv1.3","16450","","","","","Application Data"
"293","0.492879","7443","24231","TLSv1.3","16450","","","","","Application Data"
"294","0.492895","7443","24231","TLSv1.3","16450","","","","","Application Data"
"295","0.492910","7443","24231","TLSv1.3","16450","","","","","Application Data"
